date,open_SO2,sate_SO2,"Bandra Kurla Complex, Mumbai - IITM","Bandra, Mumbai - MPCB","Borivali East, Mumbai - IITM","Borivali East, Mumbai - MPCB","Chakala-Andheri East, Mumbai - IITM",Chhatrapati Shivaji Intl,"Colaba, Mumbai - MPCB","Deonar, Mumbai - IITM","Kandivali East, Mumbai - MPCB","Khindipada-Bhandup West, Mumbai - IITM","Kurla, Mumbai - MPCB","Malad West, Mumbai - IITM","Mazgaon, Mumbai - IITM","Mulund West, Mumbai - MPCB","Navy Nagar-Colaba, Mumbai - IITM","Powai, Mumbai - MPCB","Siddharth Nagar-Worli, Mumbai - IITM","Sion, Mumbai - MPCB","Vasai West, Mumbai - MPCB","Vile Parle West, Mumbai - MPCB"
2021-09-05,58.63125,-0.0755727578,10.15,11.69,32.79,32.79,20.42,14.62,18.75,4.27,10.22,2.64,10.15,10.22,2.59,2.64,0.45,4.19,2.59,20.65,20.66,13.88
2021-09-06,58.75041666666666,0.0723440862,11.49,10.92,32.38,32.38,7.96,14.73,15.88,3.99,10.96,3.02,11.49,10.96,4.37,3.02,0.68,4.54,4.37,19.2,20.83,12.75
2021-09-07,135.10458333333332,0.0864965642,25.67,11.11,22.4,22.4,7.33,14.72,16.3,3.62,12.08,2.19,27.39,12.08,3.63,16.7,0.44,4.32,3.63,18.41,20.8,14.6
2021-09-08,29.72208333333333,-0.1388552434,11.08,11.38,9.79,9.79,6.34,14.0,19.61,10.01,14.67,1.6,24.78,14.67,1.59,15.36,0.35,4.31,1.59,16.99,20.54,14.19
2021-09-09,34.88791666666666,0.2822911576,9.96,9.63,9.87,9.87,12.21,10.88,14.28,3.06,14.44,2.01,29.88,14.44,4.25,15.12,0.26,3.95,4.25,14.98,20.11,14.51
2021-09-10,35.007083333333334,0.1289977164,9.89,8.67,10.21,10.21,10.31,10.79,19.21,2.92,13.8,1.78,25.08,13.8,4.15,14.15,0.19,3.95,4.15,13.99,20.22,15.99
2021-09-11,27.179166666666664,0.3019855214,23.11,8.83,9.75,9.75,3.61,9.37,25.58,6.92,14.29,1.74,37.21,14.29,3.97,14.04,0.44,4.3,3.97,12.96,20.31,14.02
2021-09-12,35.07750000000001,0.0410200678,10.41,9.37,11.1,11.1,4.78,10.36,22.22,29.69,16.79,1.56,29.69,16.79,1.75,13.47,0.07,4.61,1.75,14.63,21.26,13.91
2021-09-13,34.19333333333332,0.106073892,24.98,9.21,10.77,10.77,4.88,9.42,21.06,5.2,15.69,3.15,29.68,15.69,3.0,13.39,0.35,4.72,3.0,12.93,20.35,12.41
2021-09-14,35.20625,0.1644775218,9.38,9.22,9.15,9.15,4.98,8.02,21.21,3.03,14.31,1.7,23.4,14.31,4.79,12.79,0.3,4.57,4.79,11.14,20.16,11.87
2021-09-15,36.367916666666666,0.106584184,24.16,9.67,10.21,10.21,4.43,5.85,20.95,6.75,14.58,1.31,33.85,14.58,20.95,13.63,0.11,4.61,12.05,12.05,20.18,13.46
2021-09-16,39.17958333333333,0.0540045675999999,7.75,9.95,10.86,10.86,3.98,5.25,17.06,2.81,14.62,3.68,29.33,14.62,17.06,13.55,0.29,4.51,12.29,12.29,19.98,12.91
2021-09-17,38.693333333333335,-0.2389619044,8.57,10.1,10.81,10.81,3.59,3.45,16.43,6.84,14.44,1.36,33.73,14.44,3.66,14.03,0.79,4.77,3.66,13.14,19.85,13.69
2021-09-18,35.048750000000005,0.0561211412,24.09,21.65,10.28,10.28,3.93,5.0,26.15,3.32,14.16,1.87,28.22,14.16,1.75,13.52,0.34,4.92,1.75,14.08,19.79,13.71
2021-09-19,49.21416666666667,0.171672559,9.94,15.14,9.68,9.68,13.14,6.28,0.19,2.7,14.02,13.16,39.65,14.02,1.46,13.16,0.19,4.96,1.46,15.82,19.63,12.85
2021-09-20,66.40125,-0.090000004,9.28,15.49,9.51,9.51,5.01,7.66,24.21,7.93,14.18,13.76,27.73,14.18,1.4,13.76,0.36,5.04,1.4,17.5,19.66,13.5
2021-09-21,64.79124999999999,0.0577325233999999,26.14,14.15,10.01,10.01,4.26,9.02,28.16,3.38,15.1,1.27,26.14,15.1,3.13,14.44,1.6,4.97,3.13,17.41,19.77,14.15
2021-09-22,67.73125,0.1773832678,27.07,13.49,9.38,9.38,5.09,11.17,28.19,8.16,15.41,2.15,27.07,15.41,1.52,16.95,0.1,5.65,1.52,18.47,20.02,14.19
2021-09-23,62.66499999999999,0.1624935226,7.82,14.27,9.17,9.17,19.13,13.84,24.13,7.15,15.45,2.14,7.82,15.45,4.03,15.92,0.41,6.62,4.03,21.59,20.06,12.69
2021-09-24,56.13958333333332,0.0889405759999999,10.68,15.03,8.93,8.93,6.5,12.74,21.44,4.05,15.24,4.71,10.68,15.24,1.68,16.35,0.58,6.62,1.68,20.32,20.07,12.93
2021-09-25,50.13833333333332,0.2615102863999999,25.72,15.6,9.85,9.85,20.28,13.12,22.98,3.71,15.77,5.87,25.72,15.77,3.33,16.45,1.12,6.34,3.33,20.8,20.01,12.87
2021-09-26,69.69833333333332,-0.1980129494,9.49,15.72,9.15,9.15,18.55,11.12,19.93,6.81,15.12,2.4,9.49,15.12,19.93,18.81,0.77,6.03,20.99,20.99,20.26,12.6
2021-09-27,97.69208333333334,0.2478831558,8.47,15.85,8.29,8.29,7.61,11.4,13.28,8.04,15.81,1.69,8.47,15.81,13.28,17.5,0.98,6.28,21.34,21.34,20.45,12.55
2021-09-28,54.270416666666655,0.077565142,8.45,16.3,7.67,7.67,20.4,10.06,23.34,3.03,15.16,4.92,8.45,15.16,23.34,17.75,0.22,6.71,21.53,21.53,20.39,12.07
2021-09-29,26.847916666666663,-0.0650921852,10.24,16.71,7.91,7.91,3.97,5.25,22.32,2.24,14.96,1.6,10.24,14.96,5.39,16.8,0.29,6.12,5.39,20.09,20.08,11.35
2021-09-30,31.69083333333333,0.3820160005999999,9.96,18.9,6.98,6.98,6.74,6.02,20.09,5.74,14.7,1.66,9.96,14.7,1.95,15.73,0.28,6.33,1.95,19.73,20.0,11.35
2021-10-01,88.48333333333335,-0.0479801914,21.2,20.32,6.84,6.84,19.23,7.13,20.09,7.46,15.11,5.43,21.2,15.11,5.4,17.71,0.46,6.57,5.4,17.81,20.09,11.88
2021-10-02,44.9425,-0.072026667,20.63,23.26,6.63,6.63,19.03,7.81,27.91,3.62,15.61,3.86,20.63,15.61,5.05,16.02,1.05,5.28,5.05,17.11,20.18,11.38
2021-10-03,43.2825,0.079999998,25.31,26.35,6.35,6.35,7.07,7.07,45.89,6.85,17.62,3.78,25.31,17.62,5.49,16.11,0.32,4.81,5.49,18.88,19.98,11.23
2021-10-04,44.41166666666667,0.1229382896,21.12,29.5,6.5,6.5,8.97,7.28,44.81,3.87,18.41,4.99,21.12,18.41,2.54,17.08,0.89,4.93,2.54,19.75,20.14,10.85
2021-10-05,38.684583333333336,-0.0674912422,8.84,31.97,7.17,7.17,16.97,6.06,67.72,3.18,18.78,4.95,8.84,18.78,5.1,16.66,0.32,4.98,5.1,18.99,20.17,8.93
2021-10-06,53.82833333333335,0.305000007,10.58,33.89,5.68,5.68,8.58,8.27,50.13,6.81,18.47,5.08,10.58,18.47,4.12,14.42,0.7,5.31,4.12,18.58,20.12,4.41
2021-10-07,76.24499999999999,-0.1336306624,26.61,34.48,4.64,4.64,7.87,10.61,3.59,3.96,16.82,4.67,26.61,16.82,4.87,10.31,0.55,5.22,4.87,12.65,20.21,6.34
2021-10-08,48.38958333333332,-0.129999995,10.98,34.13,4.86,4.86,6.45,11.45,2.2,3.4,12.92,1.93,10.98,12.92,6.45,10.44,0.69,11.45,6.45,11.29,20.24,6.67
2021-10-09,49.85999999999999,0.1489232762,8.11,38.66,4.36,4.36,6.37,11.47,5.96,4.55,7.18,4.71,8.11,7.18,3.47,10.21,0.33,11.47,3.47,4.78,20.22,3.65
2021-10-10,70.23458333333333,0.0550099038,9.69,7.02,3.61,3.61,16.71,13.0,22.17,6.13,6.96,2.48,9.69,6.96,1.93,10.74,0.37,13.0,1.93,7.02,20.25,4.25
2021-10-11,77.58541666666666,0.3355209468,25.04,8.01,3.98,3.98,7.74,14.31,24.3,6.22,7.75,6.69,25.04,7.75,5.74,9.81,2.0,14.31,5.74,8.01,20.24,4.46
2021-10-12,69.80333333333334,0.1721257,8.78,9.16,4.04,4.04,7.99,15.72,17.01,3.35,7.9,3.19,8.78,7.9,1.99,15.24,1.05,15.72,1.99,9.16,20.35,4.53
2021-10-13,89.76000000000003,0.137434858,11.39,11.25,2.35,2.35,20.7,14.6,10.58,4.08,7.61,2.63,11.39,7.61,8.81,19.96,0.74,35.93,8.81,11.25,20.29,4.29
2021-10-14,39.19958333333333,-0.219961911,28.87,40.86,2.27,2.27,22.35,15.97,9.28,5.67,8.01,7.24,28.87,8.01,1.58,19.33,0.99,22.24,1.58,12.52,20.35,3.23
2021-10-15,30.066250000000007,0.265289515,13.91,42.18,2.63,2.63,7.97,14.34,6.09,4.61,7.81,9.57,13.91,7.81,3.57,19.11,1.77,4.14,3.57,12.26,20.53,1.05
2021-10-16,36.77041666666667,0.0550464676,15.77,42.85,2.06,2.06,20.98,12.01,1.96,3.21,7.43,3.24,15.77,7.43,1.6,16.79,1.11,3.65,1.6,8.72,20.57,1.34
2021-10-17,48.62791666666666,-0.2560396174,15.3,43.14,4.4,4.4,8.11,11.69,3.12,4.0,7.4,17.74,15.3,7.4,5.5,17.74,0.64,3.81,5.5,6.29,20.68,1.04
2021-10-18,41.83291666666667,0.0935567526,29.99,42.92,4.54,4.54,16.4,7.77,0.9,11.6,7.27,2.59,34.07,7.27,4.17,18.65,0.47,3.41,4.17,3.85,20.36,0.78
2021-10-19,58.324166666666656,0.0104737169999999,10.78,42.38,4.24,4.24,7.79,8.95,1.16,74.63,7.3,6.0,74.63,7.3,3.78,18.22,1.93,3.37,3.78,3.58,20.42,0.75
2021-10-20,38.1375,0.0675384738,27.76,42.95,3.46,3.46,8.49,4.71,0.1,2.83,6.88,1.72,27.76,6.88,5.43,17.25,1.11,2.87,5.43,2.72,20.23,0.27
2021-10-21,51.41499999999999,0.0235201905999999,33.92,42.53,3.21,3.21,10.52,3.69,0.11,3.61,6.69,3.21,33.92,6.69,2.28,17.15,1.27,3.17,2.28,3.45,20.1,1.23
2021-10-22,37.98916666666667,0.622913301,13.55,6.58,2.22,2.22,11.83,6.14,0.28,5.92,7.29,2.75,13.55,7.29,2.45,19.04,1.6,3.2,2.45,6.58,20.48,5.16
2021-10-23,26.837499999999995,0.046769969,23.95,4.21,1.77,1.77,118.6,5.17,0.11,6.37,6.7,8.72,23.95,6.7,1.94,18.31,0.6,3.13,1.94,4.21,20.18,9.27
2021-10-24,31.77041666666668,0.175133333,9.45,2.84,1.11,1.11,58.36,2.27,0.11,2.12,6.5,2.2,9.45,6.5,3.89,17.06,2.16,2.27,3.89,2.84,20.32,9.26
2021-10-25,32.86333333333334,0.0614371352,10.94,3.05,1.26,1.26,53.96,2.15,0.1,2.68,6.36,1.84,10.94,6.36,2.7,16.66,1.3,3.02,2.7,3.05,1.26,8.09
2021-10-26,42.5725,-0.200000003,15.14,4.21,1.31,1.31,9.72,3.76,6.85,18.68,7.58,2.79,15.14,7.58,2.21,16.64,1.75,3.32,2.21,4.21,1.31,9.53
2021-10-27,28.83791666666666,0.1595689476,60.09,5.78,1.3,1.3,3.38,4.88,9.62,10.25,8.05,8.85,60.09,8.05,2.27,16.5,2.12,3.44,2.27,5.78,1.3,11.05
2021-10-28,23.85125,0.0599253362,19.55,4.84,0.39,0.39,6.27,2.24,16.02,11.14,8.45,4.26,19.55,8.45,2.27,15.93,2.81,2.24,2.27,4.84,0.39,10.43
2021-10-29,23.642916666666668,0.215210557,36.46,53.47,0.18,0.18,1.65,2.12,16.92,2.29,10.6,3.36,22.4,10.6,2.66,14.13,2.93,2.12,2.66,5.2,30.51,10.17
2021-10-30,21.860416666666666,0.204912379,13.83,54.03,0.15,0.15,4.9,1.7,19.09,3.03,12.8,4.36,22.29,12.8,4.88,12.33,2.12,1.7,4.88,5.24,31.6,10.58
2021-10-31,36.82583333333333,0.027479049,17.24,57.1,4.65,4.65,1.89,2.05,20.92,6.22,12.32,9.62,22.19,12.32,7.68,14.3,2.71,2.05,7.68,4.57,36.29,10.52
2021-11-01,55.45125,0.3176144348,52.86,60.39,4.91,4.91,11.92,5.67,17.39,3.3,12.4,4.98,22.39,12.4,6.3,17.95,2.52,5.67,6.3,9.39,35.13,11.23
2021-11-02,46.859583333333326,0.06601134,35.24,63.03,4.39,4.39,11.25,7.27,27.96,2.04,12.24,9.58,22.44,12.24,6.13,19.01,1.83,5.11,6.13,8.57,36.3,11.12
2021-11-03,34.41708333333334,-0.0931500973999999,14.4,65.34,3.88,3.88,11.28,5.8,36.47,3.51,12.98,9.46,22.63,12.98,6.24,17.88,2.57,4.67,6.24,8.82,36.75,11.23
2021-11-04,51.46708333333333,0.303039621,32.04,67.39,4.67,4.67,2.82,3.6,27.36,7.46,13.62,4.39,22.67,13.62,4.69,28.97,2.66,11.43,4.69,6.83,37.44,11.18
2021-11-05,60.46999999999999,0.2046225596,13.53,69.44,4.97,4.97,11.28,5.36,1.71,2.61,4.97,3.63,23.05,4.97,2.11,21.25,1.33,17.38,2.11,5.78,39.11,10.19
2021-11-06,41.8175,0.1428849606,28.22,70.73,5.38,5.38,7.87,4.9,2.21,6.71,5.38,6.82,22.26,5.38,2.11,21.94,2.21,17.3,2.11,4.89,38.68,10.48
2021-11-07,56.419199999999975,0.0439192452,29.58,69.86,5.9,5.9,3.92,2.53,7.81,2.57,5.9,2.81,22.45,5.9,2.71,19.34,1.4,13.23,2.71,4.94,36.43,11.21
2021-11-08,41.48,-0.265095234,35.67,70.3,4.43,4.43,2.68,2.23,54.69,8.07,4.43,3.65,22.25,4.43,2.52,17.63,1.75,2.95,2.52,5.37,37.11,11.06
2021-11-09,27.3125,-0.054866668,40.59,68.37,4.13,4.13,8.45,4.11,63.67,4.03,4.13,3.61,22.3,4.13,2.5,19.98,2.11,4.75,2.5,6.95,39.15,12.02
2021-11-10,28.665416666666676,0.0460556148,15.61,67.7,3.26,3.26,3.31,4.13,57.27,2.36,13.55,2.83,22.37,13.55,3.01,16.61,2.46,4.64,3.01,5.41,42.79,11.75
2021-11-11,26.18166666666667,0.679032445,14.52,67.63,6.59,6.59,2.77,4.65,48.12,2.72,14.19,3.45,22.35,14.19,7.55,17.66,3.52,5.07,7.55,5.74,47.89,11.52
2021-11-12,27.59166666666667,0.052032757,28.59,66.2,5.26,5.26,2.32,4.26,64.65,7.99,15.8,3.62,22.23,15.8,16.67,16.13,4.01,6.15,16.67,6.08,54.85,11.55
2021-11-13,27.90958333333333,-0.1154757484,15.3,68.24,5.91,5.91,8.48,3.92,56.64,3.97,15.25,5.64,22.04,15.25,4.36,17.47,9.39,7.8,4.36,4.75,30.31,11.15
2021-11-14,34.987500000000004,-0.172534661,33.36,72.26,7.51,7.51,10.67,3.9,56.46,2.64,12.83,2.17,22.1,12.83,2.25,23.0,2.52,9.08,2.25,4.34,36.2,10.91
2021-11-15,41.80291666666666,0.059999999,10.47,70.83,7.1,7.1,5.02,4.68,57.3,3.41,12.49,5.33,22.02,12.49,4.1,20.29,3.28,10.13,4.1,4.88,36.13,11.4
2021-11-16,43.56166666666667,-0.0089261099999999,19.12,44.34,7.64,7.64,3.47,3.93,49.83,7.23,12.71,5.49,22.1,12.71,2.19,20.86,1.77,10.99,2.19,9.92,36.63,12.17
2021-11-17,59.44666666666668,0.0104821012,11.83,34.05,7.45,7.45,3.25,4.2,52.09,6.55,12.29,2.0,22.19,12.29,1.79,20.07,2.5,11.27,1.79,16.24,36.17,11.14
2021-11-18,54.90416666666666,0.07,23.84,48.06,8.05,8.05,8.45,5.12,52.78,9.17,11.76,1.17,22.21,11.76,2.42,1.17,3.53,9.37,2.42,10.49,35.39,11.43
2021-11-19,49.065,0.0125087546,39.66,55.52,7.7,7.7,2.85,3.7,47.18,1.99,12.09,1.51,22.02,12.09,2.57,22.03,1.2,7.13,2.57,8.97,34.93,12.34
2021-11-20,25.24291666666667,0.0741996422,32.06,53.09,8.5,8.5,3.38,6.23,50.38,3.77,12.81,0.92,22.04,12.81,5.47,23.57,1.32,7.81,5.47,8.13,35.27,11.94
2021-11-21,34.30083333333332,0.1985247592,13.22,57.5,7.91,7.91,1.88,2.57,45.28,2.74,13.06,2.79,22.09,13.06,1.82,26.11,1.48,8.49,1.82,5.31,35.04,11.37
2021-11-22,69.28041666666667,0.2055407547999999,11.3,55.8,6.25,6.25,1.57,1.14,39.29,5.08,12.56,2.0,22.05,12.56,4.27,24.55,1.4,9.08,4.27,3.34,35.07,11.19
2021-11-23,51.24958333333333,0.312639028,13.11,51.49,6.02,6.02,1.93,3.05,35.72,3.46,12.52,2.04,22.05,12.52,4.04,25.8,0.7,10.44,4.04,3.81,35.16,10.71
2021-11-24,45.13541666666668,-0.0785118092,34.48,32.76,6.13,6.13,2.36,3.96,34.69,7.14,13.42,1.61,22.28,2.39,1.55,26.2,0.83,12.43,1.55,4.76,35.92,11.26
2021-11-25,42.93541666666667,-0.0389078175999999,16.45,32.33,5.78,5.78,5.95,8.28,36.11,1.76,12.91,2.19,22.29,2.89,1.43,27.13,4.45,8.48,1.43,6.61,34.53,12.15
2021-11-26,43.38291666666667,0.1550190426,14.46,44.51,4.37,4.37,6.11,7.17,36.97,0.94,12.74,1.36,21.92,3.58,4.14,23.45,5.92,5.35,4.14,6.03,34.48,11.62
2021-11-27,31.57083333333333,-0.565064728,42.07,41.09,3.43,3.43,13.37,7.29,38.82,1.45,13.4,1.84,22.46,4.25,2.82,22.68,1.5,3.82,2.82,6.28,34.53,11.58
2021-11-28,22.90791666666667,-0.036418508,17.6,42.39,4.66,4.66,6.17,8.9,31.43,3.21,13.23,5.42,22.48,3.53,1.97,24.01,4.68,3.02,1.97,7.33,35.06,12.32
2021-11-29,29.96125,0.221559801,15.81,38.78,3.87,3.87,3.36,7.04,30.93,1.69,15.39,4.66,22.36,3.68,8.63,22.84,6.92,2.57,8.63,5.73,35.85,11.44
2021-11-30,44.515833333333326,-0.0740220947999999,16.02,38.09,4.64,4.64,4.19,8.54,30.6,1.4,4.64,2.6,22.14,3.99,2.3,21.45,2.53,2.27,2.3,5.84,36.23,4.19
2021-12-01,21.383333333333336,0.0445468528,33.63,38.22,4.09,4.09,3.63,3.84,30.52,5.38,4.09,6.27,22.34,2.84,4.73,20.63,5.63,2.1,4.73,5.16,35.13,14.32
2021-12-02,27.109583333333333,0.040086843,30.27,36.94,3.67,3.67,7.3,2.68,28.04,2.18,3.67,2.13,18.62,3.7,5.04,19.09,1.96,3.66,5.04,4.46,34.78,14.43
2021-12-03,62.42458333333335,0.096074664,28.05,38.59,3.75,3.75,4.48,7.47,33.93,4.1,12.63,5.5,6.48,3.19,4.7,22.81,4.07,1.9,4.7,6.31,34.91,15.0
2021-12-04,48.408750000000005,0.0100304746,13.62,38.02,5.13,5.13,17.02,10.38,31.47,1.96,13.53,2.09,3.79,5.24,6.41,26.6,2.12,1.85,6.41,8.22,36.37,16.07
2021-12-05,52.720416666666665,-0.0428552454,35.54,27.19,3.74,3.74,8.5,12.09,29.92,1.7,14.39,1.86,5.95,4.35,2.06,26.71,0.84,1.83,2.06,9.24,35.28,15.84
2021-12-06,32.82791666666667,0.0096982472,36.52,25.32,3.97,3.97,15.0,7.9,21.04,3.85,13.47,6.38,4.23,3.22,7.54,26.38,1.4,1.85,7.54,7.1,39.32,14.75
2021-12-07,28.138750000000005,0.04635389579551121,36.92,24.58,4.28,4.28,13.39,8.27,15.08,0.75,15.52,1.66,32.94,3.18,6.56,24.15,2.06,1.86,6.56,7.08,25.89,15.17
2021-12-08,34.13291666666666,0.0869954302,15.37,24.08,3.24,3.24,12.69,8.72,14.69,1.03,14.92,1.9,46.53,3.11,3.05,24.94,6.09,1.86,3.05,8.2,20.16,14.65
2021-12-09,33.72541666666665,-0.5,36.17,23.7,3.85,3.85,15.45,7.66,14.69,4.4,14.87,1.61,54.19,2.98,2.63,24.2,4.25,1.84,2.63,7.87,20.58,14.98
2021-12-10,31.471666666666668,0.1055514268,37.65,22.95,3.64,3.64,6.03,7.47,16.15,57.49,14.95,8.52,57.49,3.41,2.71,25.42,16.15,1.82,2.71,8.28,20.73,15.07
2021-12-11,26.04166666666667,0.07306475,15.21,22.4,15.84,15.84,5.29,7.72,2.09,1.19,15.84,6.01,71.5,3.7,2.09,6.01,2.09,1.78,2.09,8.02,20.75,14.57
2021-12-12,26.88625,0.078199602,39.66,23.08,3.02,3.02,7.32,8.17,20.19,2.25,15.21,26.99,72.69,4.22,2.85,26.99,20.19,1.74,2.85,10.98,20.87,15.19
2021-12-13,45.31041666666668,-0.516842723,40.03,24.05,2.61,2.61,17.31,7.98,22.14,72.5,15.22,27.47,72.5,3.9,2.59,27.47,22.14,1.83,2.59,11.28,21.53,15.54
2021-12-14,44.89249999999999,0.1710876104,17.43,23.79,2.45,2.45,20.1,10.65,20.88,0.55,16.49,6.9,72.5,3.47,10.28,28.74,20.88,1.84,10.28,12.48,21.88,16.37
2021-12-15,63.04208333333335,0.0920205705999999,16.54,22.98,1.81,1.81,6.29,7.21,22.62,1.11,15.59,2.58,72.37,3.41,3.1,25.64,22.62,1.86,3.1,9.31,21.43,15.72
2021-12-16,54.220416666666665,0.2570517979999999,15.4,23.02,1.8,1.8,7.82,9.85,20.0,72.37,15.5,3.3,72.37,3.99,2.38,26.77,2.72,1.84,2.38,7.8,22.22,11.9
2021-12-17,44.29541666666668,-0.0230670394,36.34,24.51,2.01,2.01,27.17,9.12,22.19,30.29,15.56,5.89,72.38,2.78,3.1,28.41,2.58,1.84,3.1,3.36,21.4,6.77
2021-12-18,29.0625,-0.025129521,35.32,24.79,1.97,1.97,26.63,9.53,26.25,8.76,15.81,7.39,72.39,4.35,6.8,34.49,7.76,1.85,6.8,3.89,21.39,7.02
2021-12-19,28.75458333333334,0.1150457092,13.04,23.86,1.86,1.86,7.69,8.59,27.26,6.09,17.2,2.93,72.31,3.72,2.74,36.29,8.04,1.87,2.74,4.29,22.07,9.23
2021-12-20,37.76916666666667,0.635110438,14.41,24.15,1.53,1.53,18.24,6.2,22.88,7.49,17.26,2.63,72.4,4.45,2.89,33.7,9.52,1.88,2.89,6.14,21.57,7.85
2021-12-21,81.24083333333334,0.2949199996,35.23,24.38,2.4,2.4,8.14,6.55,23.56,17.58,16.83,3.06,72.38,4.48,8.63,45.46,11.61,1.88,8.63,4.66,21.82,12.62
2021-12-22,61.87,-0.070099048,16.27,24.51,4.8,4.8,19.13,7.33,19.12,7.37,16.14,3.14,72.45,3.18,3.02,42.36,4.12,1.87,3.02,3.75,22.3,14.86
2021-12-23,77.38541666666666,-0.0649116261999999,16.24,24.61,5.71,5.71,22.89,7.19,19.95,7.39,17.05,2.9,72.34,3.38,3.82,32.21,10.28,1.91,3.82,6.73,22.97,14.15
2021-12-24,51.21041666666667,0.117427239,37.12,23.87,2.12,2.12,24.75,6.02,23.69,7.98,16.09,2.36,72.32,3.27,2.57,38.97,2.26,1.89,2.57,5.35,22.38,18.49
2021-12-25,37.20875,0.27008,35.63,3.33,2.1,2.1,24.89,7.95,16.35,17.3,16.08,2.82,72.36,3.77,8.39,34.05,6.49,1.88,8.39,3.33,23.83,19.65
2021-12-26,37.61,-0.27987048,38.19,2.79,2.63,2.63,9.7,8.01,14.9,7.42,16.37,3.14,72.34,3.41,3.16,46.01,3.77,1.9,3.16,2.79,19.92,24.04
2021-12-27,51.49333333333334,0.194893345,42.33,3.78,2.43,2.43,11.76,8.75,15.69,7.79,17.1,2.81,72.27,3.5,4.24,35.34,9.15,1.91,4.24,3.78,20.31,25.62
2021-12-28,40.24708333333333,0.1230533351999999,37.05,4.4,2.95,2.95,28.09,8.34,23.11,4.23,18.53,2.45,54.11,3.34,3.53,36.07,9.54,1.91,3.53,4.4,20.86,24.97
2021-12-29,28.407083333333333,-0.335224748,32.13,5.11,3.83,3.83,25.11,3.81,15.21,15.29,18.32,3.34,16.32,2.72,10.23,33.5,9.16,1.92,10.23,5.11,20.62,27.3
2021-12-30,31.41166666666666,0.1805270434,12.04,3.31,3.3,3.3,25.86,4.3,12.21,8.56,18.1,2.77,18.13,3.3,4.96,32.21,3.21,1.93,4.96,3.31,20.33,29.53
2021-12-31,27.204583333333336,-0.026411242,17.04,4.18,4.04,4.04,8.7,4.35,10.5,17.37,18.05,2.74,17.04,3.2,10.76,39.39,2.55,1.94,10.76,4.18,20.42,36.54
