date,open_NO2,sate_NO2,"Bandra Kurla Complex, Mumbai - IITM","Bandra, Mumbai - MPCB","Borivali East, Mumbai - IITM","Borivali East, Mumbai - MPCB","Chakala-Andheri East, Mumbai - IITM",Chhatrapati Shivaji Intl,"Colaba, Mumbai - MPCB","Deonar, Mumbai - IITM","Kandivali East, Mumbai - MPCB","Khindipada-Bhandup West, Mumbai - IITM","Kurla, Mumbai - MPCB","Malad West, Mumbai - IITM","Mazgaon, Mumbai - IITM","Mulund West, Mumbai - MPCB","Navy Nagar-Colaba, Mumbai - IITM","Powai, Mumbai - MPCB","Siddharth Nagar-Worli, Mumbai - IITM","Sion, Mumbai - MPCB","Vasai West, Mumbai - MPCB","Vile Parle West, Mumbai - MPCB"
2021-12-19,27.761250000000008,7000038000000000.0,10.39,71.35,5.99,5.46,34.65,43.49,9.48,23.19,45.22,28.44,75.08,9.88,35.18,42.45,69.24,21.51,43.24,71.35,34.98,46.26
2021-12-20,36.29375,7639680000000000.0,8.77,73.13,5.97,4.35,65.46,47.21,9.95,29.38,46.74,9.42,63.7,9.77,34.84,39.61,59.24,21.57,43.11,73.13,37.41,43.88
2021-12-21,62.03458333333335,5922570000000000.0,16.54,75.24,25.25,6.03,36.52,52.17,10.18,23.75,50.96,9.2,87.52,10.37,25.76,46.07,90.44,31.6,10.84,75.24,35.75,53.87
2021-12-22,56.762916666666655,5961960000000000.0,10.37,79.62,26.16,7.84,71.56,52.43,10.58,43.69,52.01,9.62,80.17,10.25,0.75,54.21,95.06,28.91,43.16,79.62,49.19,53.24
2021-12-23,58.67833333333334,5316500000000000.0,17.75,83.58,27.48,6.95,40.11,49.24,9.78,49.7,61.71,9.35,102.98,10.55,0.49,50.14,82.26,20.76,9.95,83.58,50.07,55.06
2021-12-24,43.19708333333333,4864960000000000.0,14.79,64.64,23.14,5.08,31.23,30.98,9.21,39.58,40.32,9.0,65.68,9.65,1.28,40.77,16.29,16.78,42.81,64.64,51.34,40.49
2021-12-25,27.71833333333333,7528970000000000.0,14.12,50.61,6.06,5.07,25.3,29.17,8.52,23.85,35.98,9.04,58.09,9.46,11.88,43.14,60.85,20.31,43.12,50.61,27.26,34.95
2021-12-26,26.225416666666664,5851966000000000.0,14.21,70.71,22.62,5.67,48.67,36.72,9.9,35.68,40.23,9.26,70.78,9.61,10.6,45.81,72.73,19.04,42.79,70.71,33.1,40.54
2021-12-27,39.08583333333334,6619620000000000.0,19.99,76.03,38.22,4.95,37.74,39.17,11.02,43.99,45.54,9.15,84.21,10.11,10.79,49.32,77.13,23.3,43.16,76.03,34.67,47.49
2021-12-28,30.3175,4875396000000000.0,19.94,69.63,57.33,6.74,71.67,31.62,9.73,32.53,49.04,9.23,69.36,9.78,30.67,45.32,70.1,26.7,43.15,69.63,30.09,37.06
2021-12-29,23.383333333333336,3338020000000000.0,19.2,59.68,51.04,4.86,72.2,25.23,9.16,21.69,43.62,9.02,54.05,9.28,48.67,39.45,52.97,17.66,43.11,59.68,23.15,31.91
2021-12-30,33.89458333333334,4676212000000000.0,8.89,57.2,38.1,4.82,50.58,27.6,11.15,24.08,39.33,9.11,48.35,39.33,17.43,36.75,16.76,20.74,43.1,57.2,31.23,31.88
2021-12-31,31.274583333333336,4277170000000000.0,45.58,54.25,35.03,4.71,28.32,23.33,10.66,25.07,14.44,9.97,45.58,14.44,7.0,45.44,56.96,23.05,42.18,54.25,28.95,36.4
